Juego,Sesion,id_usuario,num_periodo,id_tipo,id_grupo,punto_ideal,se_postula,num_votos, num_votos2, balance_ini,balance
R,1,3,15,R,651,30,1,55,0,133,153
R,1,3,16,R,657,20,1,26,0,153,142
R,1,3,17,R,663,30,1,56,0,142,162
R,1,3,18,R,671,20,0,0,0,162,161
R,1,3,19,R,680,20,0,0,0,161,160
R,1,3,20,R,689,80,1,46,0,160,180
R,1,3,21,R,695,80,1,45,0,180,200
R,1,3,22,R,699,80,1,46,0,200,220
R,1,3,23,R,705,20,1,51,0,220,240
R,1,3,24,R,712,30,1,29,0,240,230
R,1,3,25,R,724,80,1,46,0,230,220
R,1,3,26,R,728,80,1,46,0,220,240
R,1,3,27,R,736,80,1,46,0,240,230
R,1,3,28,R,740,80,1,45,0,230,250
R,1,3,29,R,752,20,1,26,0,250,239
R,1,3,30,R,758,20,1,50,0,239,228
R,1,4,1,P,531,80,1,45,0,140,160
R,1,4,2,P,538,30,0,0,0,160,120
R,1,4,3,P,547,30,0,0,0,120,115
R,1,4,1,R,553,80,1,46,0,140,160
R,1,4,2,R,559,20,1,25,0,160,149
R,1,4,3,R,571,-1,0,0,0,149,149
R,1,4,4,R,573,30,1,30,0,149,139
R,1,4,5,R,583,80,1,46,0,139,159
R,1,4,6,R,589,20,1,51,0,159,179
R,1,4,7,R,596,20,1,26,0,179,168
R,1,4,8,R,604,30,0,0,0,168,163
R,1,4,9,R,607,20,1,26,0,163,152
R,1,4,10,R,616,80,1,45,0,152,142
R,1,4,11,R,623,80,1,46,0,142,162
R,1,4,12,R,631,20,0,0,0,162,161
R,1,4,13,R,635,20,1,25,0,161,150
R,1,4,14,R,647,30,1,30,0,150,140
R,1,4,15,R,652,80,1,46,0,140,160
R,1,4,16,R,660,80,1,101,0,160,180
R,1,4,17,R,666,20,1,26,0,180,169
R,1,4,18,R,672,30,0,0,0,169,168
R,1,4,19,R,677,30,1,30,0,168,158
R,1,4,20,R,689,20,1,25,0,158,147
R,1,4,21,R,691,30,1,30,0,147,137
R,1,4,22,R,702,80,1,45,0,137,157
R,1,4,23,R,708,20,1,25,0,157,146
R,1,4,24,R,713,30,1,30,0,146,136
R,1,4,25,R,720,20,1,26,0,136,125
R,1,4,26,R,727,20,1,26,0,125,114
R,1,4,27,R,738,20,1,25,0,114,103
R,1,4,28,R,742,30,1,29,0,103,93
R,1,4,29,R,748,80,1,46,0,93,83
R,1,4,30,R,758,80,1,51,0,83,103
R,1,5,1,P,534,80,1,45,0,140,160
R,1,5,2,P,537,30,1,56,0,160,180
R,1,5,3,P,549,80,0,0,0,180,175
R,1,5,1,R,554,30,1,56,0,140,160
R,1,5,2,R,561,30,1,56,0,160,180
R,1,5,3,R,570,80,0,0,0,180,175
R,1,5,4,R,574,30,1,56,0,175,195
R,1,5,5,R,580,80,1,101,0,195,215
R,1,5,6,R,588,20,1,50,0,215,204
R,1,5,7,R,598,20,0,0,0,204,203
R,1,5,8,R,602,20,1,25,0,203,192
R,1,5,9,R,608,30,1,56,0,192,212
R,1,5,10,R,617,20,1,25,0,212,201
R,1,5,11,R,626,30,1,55,0,201,221
R,1,5,12,R,628,80,0,0,0,221,181
R,1,5,13,R,638,30,1,56,0,181,201
R,1,5,14,R,642,30,1,29,0,201,191
R,1,5,15,R,649,80,1,101,0,191,211
R,1,5,16,R,656,80,1,46,0,211,201
R,1,5,17,R,664,80,1,45,0,201,191
R,1,5,18,R,670,80,1,46,0,191,181
R,1,5,19,R,677,20,1,25,0,181,170
R,1,5,20,R,689,30,1,30,0,170,160
R,1,5,21,R,696,20,1,26,0,160,149
R,1,5,22,R,698,20,1,25,0,149,138
R,1,5,23,R,706,30,1,30,0,138,128
R,1,5,24,R,718,-1,0,0,0,128,128
R,1,5,25,R,724,30,1,55,0,128,148
R,1,5,26,R,731,30,1,55,0,148,168
R,1,5,27,R,737,80,0,0,0,168,163
R,1,5,28,R,742,20,1,26,0,163,152
R,1,5,29,R,751,30,1,55,0,152,172
R,1,5,30,R,759,20,1,26,0,172,161
R,1,6,1,P,536,-1,0,0,0,140,140
R,1,6,2,P,540,80,1,46,0,140,160
R,1,6,3,P,545,20,1,50,0,160,149
R,1,6,1,R,556,80,1,51,0,140,160
R,1,6,2,R,560,80,1,51,0,160,180
R,1,6,3,R,566,20,0,0,0,180,174
R,1,6,4,R,577,80,1,50,0,174,163
R,1,6,5,R,581,80,1,46,0,163,183
R,1,6,6,R,590,20,1,50,0,183,172
R,1,6,7,R,595,30,1,56,0,172,192
R,1,6,8,R,602,80,1,45,0,192,212
R,1,6,9,R,612,20,0,0,0,212,211
R,1,6,10,R,614,30,1,101,0,211,231
R,1,6,11,R,624,80,1,101,0,231,251
R,1,6,12,R,630,20,1,26,0,251,240
R,1,6,13,R,637,20,1,25,0,240,234
R,1,6,14,R,643,30,1,29,0,234,224
R,1,6,15,R,651,20,0,0,0,224,223
R,1,6,16,R,656,30,1,55,0,223,243
R,1,6,17,R,665,80,1,45,0,243,263
R,1,6,18,R,675,20,1,25,0,263,252
R,1,6,19,R,681,80,1,46,0,252,242
R,1,6,20,R,688,20,0,0,0,242,236
R,1,6,21,R,695,20,1,26,0,236,225
R,1,6,22,R,703,80,1,50,0,225,214
R,1,6,23,R,708,80,1,45,0,214,234
R,1,6,24,R,715,30,1,30,0,234,224
R,1,6,25,R,722,80,1,101,0,224,244
R,1,6,26,R,726,20,1,25,0,244,233
R,1,6,27,R,734,20,1,50,0,233,222
R,1,6,28,R,744,30,1,56,0,222,242
R,1,6,29,R,747,80,1,45,0,242,262
R,1,6,30,R,754,30,1,30,0,262,252
R,1,7,1,P,531,30,1,30,0,140,130
R,1,7,2,P,540,30,1,29,0,130,120
R,1,7,3,P,549,20,1,25,0,120,114
R,1,7,1,R,553,30,1,29,0,140,130
R,1,7,2,R,558,30,1,29,0,130,120
R,1,7,3,R,568,80,1,45,0,120,110
R,1,7,4,R,575,80,1,45,0,110,130
R,1,7,5,R,582,30,1,31,0,130,120
R,1,7,6,R,588,30,0,0,0,120,115
R,1,7,7,R,594,20,1,25,0,115,104
R,1,7,8,R,603,30,1,101,0,104,124
R,1,7,9,R,608,20,0,0,0,124,123
R,1,7,10,R,617,30,1,31,0,123,113
R,1,7,11,R,621,20,0,0,0,113,112
R,1,7,12,R,629,20,0,0,0,112,111
R,1,7,13,R,635,80,1,46,0,111,131
R,1,7,14,R,644,30,1,55,0,131,151
R,1,7,15,R,649,20,0,0,0,151,145
R,1,7,16,R,658,20,1,50,0,145,134
R,1,7,17,R,664,30,1,56,0,134,154
R,1,7,18,R,674,20,0,0,0,154,153
R,1,7,19,R,679,80,1,46,0,153,143
R,1,7,20,R,687,80,1,45,0,143,133
R,1,7,21,R,694,80,1,45,0,133,123
R,1,7,22,R,701,80,1,45,0,123,113
R,1,7,23,R,707,30,1,55,0,113,133
R,1,7,24,R,712,80,1,46,0,133,153
R,1,7,25,R,723,80,1,46,0,153,173
R,1,7,26,R,731,20,0,0,0,173,172
R,1,7,27,R,735,80,1,45,0,172,192
R,1,7,28,R,742,80,1,46,0,192,212
R,1,7,29,R,751,20,0,0,0,212,211
R,1,7,30,R,756,20,0,0,0,211,205
R,1,8,1,P,534,30,1,31,0,140,130
R,1,8,2,P,541,20,1,26,0,130,119
R,1,8,3,P,544,30,1,30,0,119,109
R,1,8,1,R,551,20,1,26,0,140,129
R,1,8,2,R,560,30,0,0,0,129,124
R,1,8,3,R,566,30,0,0,0,124,119
R,1,8,4,R,576,80,1,45,0,119,109
R,1,8,5,R,583,30,1,29,0,109,99
R,1,8,6,R,587,80,1,46,0,99,119
R,1,8,7,R,599,-1,0,0,0,119,119
R,1,8,8,R,605,20,0,0,0,119,118
R,1,8,9,R,607,30,1,30,0,118,108
R,1,8,10,R,620,-1,0,0,0,108,108
R,1,8,11,R,621,80,1,46,0,108,98
R,1,8,12,R,632,20,0,0,0,98,97
R,1,8,13,R,639,80,1,101,0,97,117
R,1,8,14,R,642,20,1,26,0,117,106
R,1,8,15,R,655,-1,0,0,0,106,106
R,1,8,16,R,660,20,0,0,0,106,100
R,1,8,17,R,663,20,0,0,0,100,99
R,1,8,18,R,671,80,1,46,0,99,89
R,1,8,19,R,679,30,1,55,0,89,109
R,1,8,20,R,686,30,1,30,0,109,99
R,1,8,21,R,692,80,1,50,0,99,88
R,1,8,22,R,699,30,1,30,0,88,78
R,1,8,23,R,707,80,1,46,0,78,68
R,1,8,24,R,714,80,1,45,0,68,58
R,1,8,25,R,719,80,1,46,0,58,48
R,1,8,26,R,728,20,1,25,0,48,37
R,1,8,27,R,734,80,1,51,0,37,57
R,1,8,28,R,745,30,1,31,0,57,47
R,1,8,29,R,751,80,1,46,0,47,37
R,1,8,30,R,759,30,1,29,0,37,27
R,1,9,1,P,535,20,0,0,0,140,139
R,1,9,2,P,538,80,0,0,0,139,99
R,1,9,3,P,544,80,1,46,0,99,119
R,1,9,1,R,557,-1,0,0,0,140,140
R,1,9,2,R,563,30,1,30,0,140,130
R,1,9,3,R,569,80,1,46,0,130,120
R,1,9,4,R,578,-1,0,0,0,120,120
R,1,9,5,R,580,20,0,0,0,120,114
R,1,9,6,R,586,80,1,46,0,114,134
R,1,9,7,R,595,20,0,0,0,134,133
R,1,9,8,R,602,30,1,31,0,133,123
R,1,9,9,R,608,80,1,45,0,123,113
R,1,9,10,R,614,80,0,0,0,113,108
R,1,9,11,R,624,20,0,0,0,108,102
R,1,9,12,R,634,-1,0,0,0,102,102
R,1,9,13,R,641,-1,0,0,0,102,102
R,1,9,14,R,646,30,1,30,0,102,92
R,1,9,15,R,654,20,1,25,0,92,81
R,1,9,16,R,661,30,1,30,0,81,71
R,1,9,17,R,668,30,0,0,0,71,70
R,1,9,18,R,673,30,0,0,0,70,65
R,1,9,19,R,678,80,1,46,0,65,85
R,1,9,20,R,686,20,1,25,0,85,74
R,1,9,21,R,692,30,0,0,0,74,73
R,1,9,22,R,702,20,1,25,0,73,62
R,1,9,23,R,710,20,1,25,0,62,51
R,1,9,24,R,717,30,1,55,0,51,71
R,1,9,25,R,719,20,0,0,0,71,70
R,1,9,26,R,730,80,0,0,0,70,65
R,1,9,27,R,736,30,1,55,0,65,85
R,1,9,28,R,740,30,1,31,0,85,75
R,1,9,29,R,748,20,0,0,0,75,74
R,1,9,30,R,755,80,1,45,0,74,64
R,1,10,1,P,532,80,1,45,0,140,160
R,1,10,2,P,539,30,1,30,0,160,150
R,1,10,3,P,548,30,0,0,0,150,145
R,1,10,1,R,556,20,1,50,0,140,129
R,1,10,2,R,561,20,0,0,0,129,128
R,1,10,3,R,566,80,1,101,0,128,148
R,1,10,4,R,576,20,0,0,0,148,147
R,1,10,5,R,581,20,1,26,0,147,136
R,1,10,6,R,589,30,0,0,0,136,135
R,1,10,7,R,596,80,1,45,0,135,155
R,1,10,8,R,603,20,0,0,0,155,154
R,1,10,9,R,609,20,0,0,0,154,153
R,1,10,10,R,615,20,0,0,0,153,152
R,1,10,11,R,625,80,1,101,0,152,172
R,1,10,12,R,633,20,0,0,0,172,166
R,1,10,13,R,639,30,0,0,0,166,161
R,1,10,14,R,646,20,1,25,0,161,150
R,1,10,15,R,650,80,1,46,0,150,140
R,1,10,16,R,661,20,1,26,0,140,129
R,1,10,17,R,667,20,0,0,0,129,128
R,1,10,18,R,670,20,0,0,0,128,127
R,1,10,19,R,682,30,1,30,0,127,117
R,1,10,20,R,688,30,0,0,0,117,112
R,1,10,21,R,694,20,0,0,0,112,111
R,1,10,22,R,703,20,1,51,0,111,131
R,1,10,23,R,709,80,1,46,0,131,151
R,1,10,24,R,716,80,1,46,0,151,141
R,1,10,25,R,723,30,1,29,0,141,131
R,1,10,26,R,726,30,1,30,0,131,121
R,1,10,27,R,734,30,0,0,0,121,116
R,1,10,28,R,745,80,1,45,0,116,136
R,1,10,29,R,749,30,1,30,0,136,126
R,1,10,30,R,758,30,0,0,0,126,121
R,1,11,1,P,531,20,1,26,0,140,129
R,1,11,2,P,542,80,1,45,0,129,149
R,1,11,3,P,548,20,1,50,0,149,138
R,1,11,1,R,555,80,1,46,0,140,130
R,1,11,2,R,558,20,1,26,0,130,119
R,1,11,3,R,568,20,0,0,0,119,118
R,1,11,4,R,573,80,1,45,0,118,138
R,1,11,5,R,584,80,1,45,0,138,158
R,1,11,6,R,590,80,1,51,0,158,178
R,1,11,7,R,593,80,1,46,0,178,198
R,1,11,8,R,601,20,0,0,0,198,197
R,1,11,9,R,612,80,1,45,0,197,187
R,1,11,10,R,616,30,1,56,0,187,207
R,1,11,11,R,626,80,1,46,0,207,197
R,1,11,12,R,630,80,1,45,0,197,217
R,1,11,13,R,640,30,1,30,0,217,207
R,1,11,14,R,644,20,0,0,0,207,206
R,1,11,15,R,653,80,1,46,0,206,226
R,1,11,16,R,660,30,0,0,0,226,221
R,1,11,17,R,664,20,0,0,0,221,220
R,1,11,18,R,671,30,1,55,0,220,240
R,1,11,19,R,683,-1,0,0,0,240,240
R,1,11,20,R,687,20,0,0,0,240,239
R,1,11,21,R,693,20,0,0,0,239,238
R,1,11,22,R,701,20,0,0,0,238,237
R,1,11,23,R,709,30,1,30,0,237,227
R,1,11,24,R,716,20,0,0,0,227,226
R,1,11,25,R,721,80,1,46,0,226,246
R,1,11,26,R,729,20,0,0,0,246,245
R,1,11,27,R,739,-1,0,0,0,245,245
R,1,11,28,R,741,20,0,0,0,245,244
R,1,11,29,R,749,80,1,45,0,244,264
R,1,11,30,R,755,20,0,0,0,264,263
R,1,12,1,P,535,30,1,55,0,140,160
R,1,12,2,P,543,-1,0,0,0,160,160
R,1,12,3,P,547,20,0,0,0,160,154
R,1,12,1,R,552,80,1,51,0,140,160
R,1,12,2,R,564,-1,0,0,0,160,160
R,1,12,3,R,569,30,1,55,0,160,180
R,1,12,4,R,577,20,1,51,0,180,200
R,1,12,5,R,585,-1,0,0,0,200,200
R,1,12,6,R,586,30,1,30,0,200,190
R,1,12,7,R,596,30,1,30,0,190,180
R,1,12,8,R,604,20,1,50,0,180,169
R,1,12,9,R,610,80,1,50,0,169,158
R,1,12,10,R,618,20,1,50,0,158,147
R,1,12,11,R,623,30,1,29,0,147,137
R,1,12,12,R,629,80,1,45,0,137,127
R,1,12,13,R,640,20,1,26,0,127,116
R,1,12,14,R,647,80,1,45,0,116,136
R,1,12,15,R,654,30,1,31,0,136,126
R,1,12,16,R,657,80,1,46,0,126,146
R,1,12,17,R,667,80,1,46,0,146,136
R,1,12,18,R,672,20,1,101,0,136,156
R,1,12,19,R,678,30,1,30,0,156,146
R,1,12,20,R,684,20,1,25,0,146,135
R,1,12,21,R,696,30,1,30,0,135,125
R,1,12,22,R,703,30,0,0,0,125,124
R,1,12,23,R,706,20,1,25,0,124,113
R,1,12,24,R,717,80,1,46,0,113,103
R,1,12,25,R,719,30,1,55,0,103,123
R,1,12,26,R,727,80,1,46,0,123,143
R,1,12,27,R,735,30,1,30,0,143,133
R,1,12,28,R,745,20,1,25,0,133,122
R,1,12,29,R,747,30,1,31,0,122,112
R,1,12,30,R,756,80,1,101,0,112,132
R,1,13,1,P,532,30,1,31,0,140,130
R,1,13,2,P,537,80,1,45,0,130,120
R,1,13,3,P,548,80,1,51,0,120,140
R,1,13,1,R,553,20,1,26,0,140,129
R,1,13,2,R,563,80,1,46,0,129,149
R,1,13,3,R,568,30,1,56,0,149,169
R,1,13,4,R,577,30,0,0,0,169,168
R,1,13,5,R,579,30,1,56,0,168,188
R,1,13,6,R,591,30,0,0,0,188,183
R,1,13,7,R,597,30,1,31,0,183,173
R,1,13,8,R,606,-1,0,0,0,173,173
R,1,13,9,R,609,80,1,45,0,173,163
R,1,13,10,R,617,80,1,45,0,163,183
R,1,13,11,R,621,30,1,55,0,183,203
R,1,13,12,R,628,20,0,0,0,203,163
R,1,13,13,R,636,20,1,25,0,163,152
R,1,13,14,R,643,20,1,26,0,152,141
R,1,13,15,R,653,20,1,26,0,141,130
R,1,13,16,R,661,80,1,45,0,130,150
R,1,13,17,R,665,20,1,25,0,150,139
R,1,13,18,R,675,30,1,30,0,139,129
R,1,13,19,R,679,20,0,0,0,129,128
R,1,13,20,R,687,30,1,56,0,128,148
R,1,13,21,R,693,80,1,45,0,148,138
R,1,13,22,R,704,-1,0,0,0,138,138
R,1,13,23,R,708,30,1,31,0,138,128
R,1,13,24,R,712,20,1,26,0,128,117
R,1,13,25,R,722,20,0,0,0,117,111
R,1,13,26,R,729,80,1,45,0,111,101
R,1,13,27,R,738,30,1,30,0,101,91
R,1,13,28,R,741,30,1,56,0,91,111
R,1,13,29,R,750,20,0,0,0,111,105
R,1,13,30,R,760,-1,0,0,0,105,105
R,1,14,1,P,530,20,0,0,0,140,139
R,1,14,2,P,542,20,1,26,0,139,128
R,1,14,3,P,546,80,0,0,0,128,123
R,1,14,1,R,555,20,0,0,0,140,139
R,1,14,2,R,562,20,1,50,0,139,128
R,1,14,3,R,565,20,1,25,0,128,117
R,1,14,4,R,576,30,1,56,0,117,137
R,1,14,5,R,582,80,1,45,0,137,157
R,1,14,6,R,587,20,1,26,0,157,146
R,1,14,7,R,597,20,1,25,0,146,135
R,1,14,8,R,605,30,1,55,0,135,155
R,1,14,9,R,611,20,1,25,0,155,149
R,1,14,10,R,619,20,1,26,0,149,138
R,1,14,11,R,625,20,0,0,0,138,132
R,1,14,12,R,632,80,1,45,0,132,122
R,1,14,13,R,640,80,1,45,0,122,142
R,1,14,14,R,644,80,1,46,0,142,132
R,1,14,15,R,649,30,0,0,0,132,127
R,1,14,16,R,658,80,1,51,0,127,147
R,1,14,17,R,669,-1,0,0,0,147,147
R,1,14,18,R,670,30,1,55,0,147,167
R,1,14,19,R,680,30,1,101,0,167,187
R,1,14,20,R,684,80,1,45,0,187,207
R,1,14,21,R,691,80,1,45,0,207,227
R,1,14,22,R,700,30,1,29,0,227,217
R,1,14,23,R,705,80,1,50,0,217,206
R,1,14,24,R,713,20,1,25,0,206,195
R,1,14,25,R,725,-1,0,0,0,195,195
R,1,14,26,R,730,20,0,0,0,195,194
R,1,14,27,R,736,20,0,0,0,194,193
R,1,14,28,R,743,30,1,56,0,193,213
R,1,14,29,R,752,80,1,45,0,213,233
R,1,14,30,R,754,20,1,26,0,233,222
R,1,15,1,P,534,20,1,25,0,140,129
R,1,15,2,P,538,20,0,0,0,129,89
R,1,15,3,P,549,30,1,76,0,89,109
R,1,15,1,R,555,30,1,55,0,140,160
R,1,15,2,R,558,80,1,46,0,160,180
R,1,15,3,R,570,30,1,101,0,180,200
R,1,15,4,R,572,20,1,50,0,200,189
R,1,15,5,R,584,20,1,26,0,189,178
R,1,15,6,R,592,-1,0,0,0,178,178
R,1,15,7,R,594,80,1,46,0,178,198
R,1,15,8,R,600,20,1,26,0,198,187
R,1,15,9,R,610,30,0,0,0,187,186
R,1,15,10,R,615,30,1,55,0,186,206
R,1,15,11,R,625,30,0,0,0,206,201
R,1,15,12,R,631,30,1,56,0,201,221
R,1,15,13,R,638,80,1,45,0,221,211
R,1,15,14,R,645,20,1,26,0,211,200
R,1,15,15,R,650,20,0,0,0,200,199
R,1,15,16,R,657,30,1,29,0,199,189
R,1,15,17,R,663,80,1,45,0,189,179
R,1,15,18,R,676,-1,0,0,0,179,179
R,1,15,19,R,677,80,1,46,0,179,199
R,1,15,20,R,684,30,1,31,0,199,189
R,1,15,21,R,695,30,1,30,0,189,179
R,1,15,22,R,701,30,1,56,0,179,199
R,1,15,23,R,705,30,0,0,0,199,198
R,1,15,24,R,714,30,1,56,0,198,218
R,1,15,25,R,722,30,0,0,0,218,213
R,1,15,26,R,730,30,1,101,0,213,233
R,1,15,27,R,737,30,1,101,0,233,253
R,1,15,28,R,746,-1,0,0,0,253,253
R,1,15,29,R,749,20,1,26,0,253,242
R,1,15,30,R,757,20,1,25,0,242,231
R,1,16,1,P,535,80,1,46,0,140,130
R,1,16,2,P,540,20,1,26,0,130,119
R,1,16,3,P,544,20,1,25,0,119,108
R,1,16,1,R,551,80,1,45,0,140,160
R,1,16,2,R,559,80,1,46,0,160,180
R,1,16,3,R,569,20,0,0,0,180,179
R,1,16,4,R,573,20,1,26,0,179,168
R,1,16,5,R,580,30,0,0,0,168,163
R,1,16,6,R,586,20,1,25,0,163,152
R,1,16,7,R,593,20,1,25,0,152,141
R,1,16,8,R,601,80,1,45,0,141,131
R,1,16,9,R,609,30,1,56,0,131,151
R,1,16,10,R,619,30,1,29,0,151,141
R,1,16,11,R,622,30,1,30,0,141,131
R,1,16,12,R,633,80,1,101,0,131,151
R,1,16,13,R,638,20,0,0,0,151,150
R,1,16,14,R,642,80,1,46,0,150,170
R,1,16,15,R,652,30,1,30,0,170,160
R,1,16,16,R,658,30,0,0,0,160,155
R,1,16,17,R,668,20,1,51,0,155,175
R,1,16,18,R,673,80,1,101,0,175,195
R,1,16,19,R,681,30,1,55,0,195,215
R,1,16,20,R,688,80,1,101,0,215,235
R,1,16,21,R,694,30,1,56,0,235,255
R,1,16,22,R,700,80,1,46,0,255,275
R,1,16,23,R,710,30,1,31,0,275,265
R,1,16,24,R,716,30,1,55,0,265,285
R,1,16,25,R,721,20,1,26,0,285,274
R,1,16,26,R,731,80,1,46,0,274,264
R,1,16,27,R,738,80,1,46,0,264,284
R,1,16,28,R,740,20,1,25,0,284,273
R,1,16,29,R,747,20,1,25,0,273,262
R,1,16,30,R,757,30,1,30,0,262,252
R,1,17,1,P,533,80,1,46,0,140,160
R,1,17,2,P,537,20,0,0,0,160,159
R,1,17,3,P,546,20,1,25,0,159,153
R,1,17,1,R,554,80,1,45,0,140,130
R,1,17,2,R,562,30,0,0,0,130,125
R,1,17,3,R,567,30,1,30,0,125,115
R,1,17,4,R,575,20,1,26,0,115,104
R,1,17,5,R,582,20,1,25,0,104,93
R,1,17,6,R,588,80,1,51,0,93,113
R,1,17,7,R,594,30,1,30,0,113,103
R,1,17,8,R,601,30,1,56,0,103,123
R,1,17,9,R,610,20,1,51,0,123,143
R,1,17,10,R,618,30,0,0,0,143,138
R,1,17,11,R,622,20,1,26,0,138,127
R,1,17,12,R,631,80,1,45,0,127,117
R,1,17,13,R,636,30,1,31,0,117,107
R,1,17,14,R,647,20,1,26,0,107,96
R,1,17,15,R,654,80,1,45,0,96,116
R,1,17,16,R,656,20,0,0,0,116,115
R,1,17,17,R,666,30,1,29,0,115,105
R,1,17,18,R,675,80,1,46,0,105,125
R,1,17,19,R,681,20,0,0,0,125,124
R,1,17,20,R,685,80,1,45,0,124,114
R,1,17,21,R,696,80,1,45,0,114,134
R,1,17,22,R,698,80,1,46,0,134,154
R,1,17,23,R,707,20,0,0,0,154,153
R,1,17,24,R,714,20,0,0,0,153,152
R,1,17,25,R,720,30,1,30,0,152,142
R,1,17,26,R,732,-1,0,0,0,142,142
R,1,17,27,R,733,20,0,0,0,142,141
R,1,17,28,R,744,20,0,0,0,141,140
R,1,17,29,R,750,30,0,0,0,140,135
R,1,17,30,R,757,80,1,46,0,135,155
R,1,18,1,P,530,30,1,56,0,140,160
R,1,18,2,P,541,30,1,30,0,160,150
R,1,18,3,P,550,-1,0,0,0,150,150
R,1,18,1,R,552,20,1,50,0,140,129
R,1,18,2,R,559,30,1,30,0,129,119
R,1,18,3,R,567,20,1,26,0,119,108
R,1,18,4,R,572,30,0,0,0,108,103
R,1,18,5,R,583,20,1,26,0,103,92
R,1,18,6,R,591,20,0,0,0,92,86
R,1,18,7,R,598,30,1,56,0,86,106
R,1,18,8,R,604,80,1,51,0,106,126
R,1,18,9,R,611,30,1,76,0,126,146
R,1,18,10,R,614,20,0,0,0,146,145
R,1,18,11,R,627,-1,0,0,0,145,145
R,1,18,12,R,632,30,1,56,0,145,165
